code_family,p,n,code_size,mean_work,p95_work,mean_reference_work,mean_speedup,p05_speedup,completion_fraction,exact_fraction,median_candidate_score_speedup,median_membership_fraction,p99_membership_fraction,median_histories,p99_histories,mean_wall_seconds,mean_reference_wall_seconds,mean_wall_speedup,median_wall_speedup
random_linear,0.02,12,512,1978.275,2102.3250000000003,20505.6,10.397810401134453,9.755123886382515,1.0,1.0,64.0,0.140625,0.15015625,236.0,255.51999999999998,0.0008185592305380851,0.0001669892226345837,0.20368826982371993,0.20456566018919115
random_linear,0.02,16,4096,4392.733333333334,4570.29,227123.19999999998,51.79922181476076,49.699171912149495,1.0,1.0,512.0,0.0322265625,0.0324658203125,460.0,463.92,0.0017802413009727995,0.0005198443153252205,0.2925766953413875,0.2900657152927043
random_linear,0.02,20,32768,8192.15,8352.935,2321612.8,283.52964777633736,277.96489195305304,1.0,1.0,3686.4,0.0062103271484375,0.00631500244140625,730.0,743.72,0.003069939441047609,0.005809622001834214,1.9016236906036301,1.9016236906036301
random_linear,0.05,12,512,1948.35,2086.31,20505.6,10.62889471308532,9.828993558784497,1.0,1.0,51.2,0.1435546875,0.14453125,242.0,244.0,0.0008188692154362798,0.00014298126916401088,0.17593916900985934,0.17598326259962624
random_linear,0.05,16,4096,4507.0,4636.35,227123.19999999998,50.43650956871431,48.98978197144103,1.0,1.0,409.6,0.03173828125,0.033173828125,452.0,475.52,0.0017592273264502485,0.000500802299939096,0.28585483391216876,0.29750342257641627
random_linear,0.05,20,32768,7527.5,7913.33,2321612.8,309.42109690267966,293.56139025133984,1.0,1.0,7281.777777777777,0.00579833984375,0.00603759765625,676.0,707.36,0.0024749949807301164,0.0055575905134901404,2.2519943538757845,2.2519943538757845
