code_family,p,algorithm,n,code_size,code_rate,mean_work,median_work,p95_work,p99_work,mean_reference_work,mean_speedup,median_speedup,p05_speedup,completion_fraction,exact_fraction,median_candidate_score_speedup,median_membership_fraction,p99_membership_fraction,median_histories,p99_histories,median_prefix_nodes,mean_wall_seconds,mean_reference_wall_seconds,mean_wall_speedup,median_wall_speedup
crc_like,0.02,PREFIX_L2,20,32768,0.75,1700.105,1249.0,3800.8900000000012,5198.377999999998,1553203.1999999997,1405.0916429941,1244.272864357145,411.8315869155389,1.0,1.0,32768.0,3.0517578125e-05,3.0517578125e-05,0.0,0.0,112.0,0.002050313469953835,0.002980119735002518,2.217140248009291,1.9377688981337422
crc_like,0.02,PREFIX_L2,24,262144,0.75,1762.5300000000002,1227.25,3746.489999999998,4535.178000000001,14994636.8,11968.418280256106,12308.52069735494,4397.606616304518,1.0,1.0,262144.0,3.814697265625e-06,3.814697265625e-06,0.0,0.0,94.5,0.001877951028291136,0.05441657399060205,40.90981842598579,39.579482844795734
crc_like,0.05,HISTORY_L0,12,512,0.75,380.03249999999997,208.7,1632.3499999999988,2050.453,14233.6,68.42452575102486,68.27160888790829,8.742895614634664,1.0,1.0,256.0,0.0234375,0.19921875,22.0,222.0,0.0,0.00018167761154472828,0.00011002029932569713,0.9514537592180149,0.9809552625386311
crc_like,0.05,HISTORY_L0,16,4096,0.75,1183.0125,337.6,4024.36,4255.143,154009.59999999998,368.93582223342594,456.1895734597155,38.269699199180586,1.0,1.0,2048.0,0.004150390625,0.047053222656250004,32.0,412.70000000000005,0.0,0.00045280050835572183,0.0003693996841320768,1.834845752454845,2.2731409285783286
crc_like,0.05,HISTORY_L0,20,32768,0.75,3272.945,499.65,8020.515,8218.342999999999,1553203.1999999997,2109.169580663491,3111.11295069984,193.66321318786495,1.0,1.0,16384.0,0.000640869140625,0.0101800537109375,40.0,716.78,0.0,0.0011886215128470213,0.003387520456453785,8.5741340889567,11.76533427464435
crc_like,0.05,HISTORY_L0,24,262144,0.75,4904.610000000001,1888.6,13503.814999999999,14120.603000000001,14994636.8,10292.654074423537,7940.433011282944,1114.8989838068994,1.0,1.0,109226.66666666666,0.0003414154052734375,0.0018985366821289062,140.0,1093.58,0.0,0.0016013209940865635,0.06599118969170377,98.29223023157407,95.06647136492282
crc_like,0.05,PREFIX_L0,12,512,0.75,381.44,286.15,855.5399999999995,1137.3664999999999,14233.6,63.07826237314517,49.760126966406176,16.66821414836184,1.0,1.0,512.0,0.0087890625,0.039160156249999994,0.0,0.0,37.0,0.000497052853461355,0.00011002029932569713,0.34715137205434393,0.281974247134838
crc_like,0.05,PREFIX_L0,16,4096,0.75,1125.4984375,1064.875,2432.8199999999997,2591.9320000000002,154009.59999999998,255.57995201397313,144.67682047560783,63.378031252761794,1.0,1.0,4096.0,0.0028076171875,0.006608886718750001,0.0,0.0,114.5,0.0014078306849114597,0.0003693996841320768,0.4854423541759302,0.27849453803090196
crc_like,0.05,PREFIX_L0,20,32768,0.75,2997.495,1847.4499999999998,7198.502500000003,10100.220499999996,1553203.1999999997,1212.535924926297,843.8628914759837,217.7369693024946,1.0,1.0,32768.0,0.00048828125,0.002876586914062498,0.0,0.0,165.0,0.003791243047453463,0.003387520456453785,2.1096252659810237,1.5172422668821866
crc_like,0.05,PREFIX_L0,24,262144,0.75,5434.235000000001,3697.15,13957.249999999989,17710.25,14994636.8,4528.141983024586,4057.5858668471983,1262.7615593402536,1.0,1.0,262144.0,7.62939453125e-05,0.0005864715576171875,0.0,0.0,281.0,0.005971446901094168,0.06599118969170377,18.64408337266466,15.544416749346524
crc_like,0.05,PREFIX_L2,12,512,0.75,285.995,212.3,626.0899999999996,809.0949999999999,14233.6,74.17734644526993,67.07162722137943,22.782022018154084,1.0,1.0,512.0,0.001953125,0.003144531249999999,0.0,0.0,28.0,0.00037538052711170165,0.00011002029932569713,0.41690442811441863,0.36966065104881507
crc_like,0.05,PREFIX_L2,16,4096,0.75,796.409375,733.95,1707.085,1810.727,154009.59999999998,318.8682493459259,210.2668806470772,90.47610366794395,1.0,1.0,4096.0,0.000244140625,0.0004125976562500003,0.0,0.0,81.5,0.0010101908192154951,0.0003693996841320768,0.6187534768508977,0.4067227518091672
crc_like,0.05,PREFIX_L2,20,32768,0.75,1964.8849999999995,1223.85,4455.825000000002,5756.564999999998,1553203.1999999997,1677.7856074789056,1269.9915274636696,350.4029313796705,1.0,1.0,32768.0,3.0517578125e-05,3.0517578125e-05,0.0,0.0,111.5,0.002506320917746052,0.003387520456453785,2.953401735348954,2.264626563760486
crc_like,0.05,PREFIX_L2,24,262144,0.75,3261.69,2425.3,7247.309999999996,8720.862000000001,14994636.8,6778.027797087921,6188.820613289119,2257.925389729823,1.0,1.0,262144.0,3.814697265625e-06,3.814697265625e-06,0.0,0.0,187.0,0.003407444106414914,0.06599118969170377,29.913450742377115,24.805748466151577
crc_like,0.1,HISTORY_L0,12,512,0.75,221.4925,215.4,250.0,600.1399999999996,14233.6,69.28426434086505,66.0798514391829,56.9344,1.0,1.0,256.0,0.0234375,0.07185546874999996,22.0,64.25999999999996,0.0,0.00013346562918741255,0.0001278880750760436,1.0082702027242596,0.9380790194140258
crc_like,0.1,HISTORY_L0,16,4096,0.75,1454.6625,539.75,4036.185,4278.499,154009.59999999998,267.56464834528765,311.4703433399751,38.15899070420901,1.0,1.0,1365.3333333333333,0.007568359375,0.04711181640625001,47.0,412.70000000000005,0.0,0.0005748477560700849,0.00035500914600561373,1.172431591057932,0.9212472771850483
crc_like,0.1,HISTORY_L0,20,32768,0.75,4731.865,4894.35,8446.78,8741.356,1553203.1999999997,1124.4316940007157,317.3514371933162,183.89876397943553,1.0,1.0,5461.333333333333,0.0063018798828125,0.0108587646484375,420.0,754.78,0.0,0.0016550326952710747,0.003265219111926854,4.881578319663681,1.9401577271377248
crc_like,0.1,HISTORY_L0,24,262144,0.75,8887.0,10789.5,14303.585000000001,14312.477,14994636.8,6112.384065941961,1394.334209098834,1048.313962446909,1.0,1.0,43690.666666666664,0.00148773193359375,0.001994438171386719,830.0,1106.0,0.0,0.0025636393926106392,0.05660334238782525,46.9516954544694,19.502019287719502
crc_like,0.1,PREFIX_L0,12,512,0.75,334.01,295.54999999999995,581.6124999999998,673.593,14233.6,55.427022491062644,48.168089637562574,24.481985382200147,1.0,1.0,512.0,0.009765625,0.02462890625,0.0,0.0,38.5,0.0005152906756848097,0.0001278880750760436,0.33339315552692816,0.29053786048927877
crc_like,0.1,PREFIX_L0,16,4096,0.75,1120.709375,1009.6,2499.0749999999994,2839.776,154009.59999999998,221.0954497542433,152.65719612469908,62.391748512880696,1.0,1.0,4096.0,0.0025634765625,0.0076782226562500016,0.0,0.0,108.0,0.001370502526697237,0.00035500914600561373,0.41705235462963997,0.28614366910136546
crc_like,0.1,PREFIX_L0,20,32768,0.75,3407.005,2768.35,6466.2325,6484.2065,1553203.1999999997,847.0688043320104,561.6313596102032,240.2023409584642,1.0,1.0,32768.0,0.000518798828125,0.0018209838867187496,0.0,0.0,244.5,0.004247198841767386,0.003265219111926854,1.40733722081603,0.978407557550274
crc_like,0.1,PREFIX_L0,24,262144,0.75,6082.695,6241.975,10974.999999999998,11057.439999999999,14994636.8,4829.148009002575,2433.1350823010844,1366.401466892625,1.0,1.0,262144.0,0.0001125335693359375,0.0002833938598632813,0.0,0.0,472.5,0.0063740446930751204,0.05660334238782525,16.752722566551412,9.390733903961571
crc_like,0.1,PREFIX_L2,12,512,0.75,251.92874999999995,219.2,443.3925,480.29499999999996,14233.6,68.14715250631149,64.9343910337408,32.10169450190317,1.0,1.0,512.0,0.001953125,0.001953125,0.0,0.0,29.5,0.0004027555289212614,0.0001278880750760436,0.4068407827759117,0.3211233922933457
crc_like,0.1,PREFIX_L2,16,4096,0.75,799.015625,704.7249999999999,1716.0149999999999,1907.544,154009.59999999998,288.9195791467463,218.70474439512293,90.29186389055747,1.0,1.0,4096.0,0.000244140625,0.0004125976562500003,0.0,0.0,77.0,0.0009960247480194084,0.00035500914600561373,0.5403157143317661,0.4115619875523332
crc_like,0.1,PREFIX_L2,20,32768,0.75,2271.0225000000005,2008.6000000000001,3893.5550000000003,4302.5109999999995,1553203.1999999997,1128.4276194542385,774.519013481339,399.2386063756519,1.0,1.0,32768.0,3.0517578125e-05,3.0517578125e-05,0.0,0.0,180.0,0.0027995206939522175,0.003265219111926854,1.9466512544775252,1.3906053357346655
crc_like,0.1,PREFIX_L2,24,262144,0.75,3951.8650000000002,4308.75,6550.624999999999,6842.405000000001,14994636.8,6749.865327407795,3504.575944780267,2297.854573285035,1.0,1.0,262144.0,3.814697265625e-06,3.814697265625e-06,0.0,0.0,330.5,0.004121511406265199,0.05660334238782525,23.518046285983196,13.611793171601363
random_linear,0.02,HISTORY_L0,12,512,0.75,279.3225,202.0,353.2049999999962,1725.33,14233.6,68.36414138037222,70.46336633663365,47.7320560459231,1.0,1.0,256.0,0.0234375,0.179453125,22.0,191.42,0.0,0.00015445840544998647,0.00012218171905260534,0.9624835004808707,0.9710171184903151
random_linear,0.02,HISTORY_L0,16,4096,0.75,687.028125,318.4,4087.5499999999997,4512.515,154009.59999999998,447.55483974528386,483.6984924623115,37.848110086366006,1.0,1.0,2048.0,0.003662109375,0.050134277343750006,28.0,442.70000000000005,0.0,0.00030190190955181606,0.00034440841045579873,1.9120326279406255,2.021234266456503
random_linear,0.02,HISTORY_L0,20,32768,0.75,1477.2450000000001,485.4,7063.675,7504.094999999999,1553203.1999999997,2905.4544113391744,3199.8417799752783,219.95147713257103,1.0,1.0,32768.0,0.0006256103515625,0.009036254882812499,39.0,640.78,0.0,0.0005386940611060709,0.0027812548622023316,10.383287294479901,12.339215428910308
random_linear,0.02,HISTORY_L0,24,262144,0.75,4227.91,658.8,13272.185,13358.117,14994636.8,16891.927240203666,22760.52944748027,1129.8696841196715,1.0,1.0,262144.0,9.5367431640625e-05,0.0018310546875,48.0,1014.0,0.0,0.0012764723971486092,0.05428508028853685,118.29612276797086,146.9269168423328
random_linear,0.02,PREFIX_L0,12,512,0.75,317.28374999999994,238.45,677.3799999999994,907.3054999999999,14233.6,61.77506690887121,59.8194801039755,21.07125645112573,1.0,1.0,512.0,0.0068359375,0.02734375,0.0,0.0,30.0,0.0004317163868108764,0.00012218171905260534,0.38050271720546913,0.36317244389017345
random_linear,0.02,PREFIX_L0,16,4096,0.75,783.1468749999999,461.35,2712.4075,3418.703000000001,154009.59999999998,372.1849455057744,337.13182066223635,57.198098979380255,1.0,1.0,4096.0,0.0009765625,0.009741210937500003,0.0,0.0,47.0,0.0009600920820957981,0.00034440841045579873,0.6638191708655803,0.5923769365305362
random_linear,0.02,PREFIX_L0,20,32768,0.75,1835.6575,1558.95,4543.030000000001,5573.285999999998,1553203.1999999997,1748.786657573976,1010.9692221669501,343.03070891699394,1.0,1.0,32768.0,0.0003662109375,0.0015435791015624993,0.0,0.0,138.0,0.002058606198988855,0.0027812548622023316,2.6663748146806,1.606799313454782
random_linear,0.02,PREFIX_L0,24,262144,0.75,4993.9349999999995,3493.7,12225.3275,12473.7455,14994636.8,5974.8821434823185,4293.10079177241,1227.4957047471091,1.0,1.0,262144.0,7.82012939453125e-05,0.0002923583984375,0.0,0.0,266.5,0.00513541919644922,0.05428508028853685,19.582344262036003,14.525518622772056
random_linear,0.02,PREFIX_L2,12,512,0.75,241.23125,188.95,483.5249999999996,682.7984999999999,14233.6,75.5389144417139,75.3620876348368,29.542098136918575,1.0,1.0,512.0,0.001953125,0.003144531249999999,0.0,0.0,24.5,0.0003344851778820157,0.00012218171905260534,0.456011112856406,0.4319774486365374
random_linear,0.02,PREFIX_L2,16,4096,0.75,552.046875,367.4,1766.31,2171.9945000000007,154009.59999999998,458.2953767159041,420.7729277850818,87.4323444178727,1.0,1.0,4096.0,0.000244140625,0.0005810546875000006,0.0,0.0,39.0,0.0006996372540015727,0.00034440841045579873,0.8144467935243775,0.7400655592925031
random_linear,0.02,PREFIX_L2,20,32768,0.75,1236.8025,1047.75,3004.7150000000006,3417.622999999999,1553203.1999999997,2249.1732731290713,1501.8233505964904,517.6133105548646,1.0,1.0,32768.0,3.0517578125e-05,3.0517578125e-05,0.0,0.0,96.0,0.0013912478578276932,0.0027812548622023316,3.4615752805549365,2.402354674835876
random_linear,0.02,PREFIX_L2,24,262144,0.75,3198.325,2292.025,7296.295,7335.139,14994636.8,8550.564537557744,6543.576012308968,2055.2142778769676,1.0,1.0,262144.0,3.814697265625e-06,3.814697265625e-06,0.0,0.0,177.0,0.003236307413317263,0.05428508028853685,30.45541233417079,23.119203535196426
random_linear,0.05,HISTORY_L0,12,512,0.75,385.4325,216.7,1616.05,1937.7149999999997,14233.6,64.51587956073581,65.68343331795108,8.807731949453512,1.0,1.0,256.0,0.0234375,0.20013671874999997,22.0,218.25999999999996,0.0,0.00019901993800885975,0.00012066438503097743,0.9087988846480473,0.9315157996429442
random_linear,0.05,HISTORY_L0,16,4096,0.75,1070.196875,337.6,4420.02,4627.8060000000005,154009.59999999998,412.15528920977874,456.1895734597155,34.87233950297816,1.0,1.0,2048.0,0.0040283203125,0.04985595703125,31.0,452.0,0.0,0.00040138874464901164,0.0003645577635325026,1.9507431367895216,2.1091504667356284
random_linear,0.05,HISTORY_L0,20,32768,0.75,1956.9850000000001,485.4,7936.44,8271.448,1553203.1999999997,3077.6055597596346,3199.8417799752783,195.73259364282464,1.0,1.0,32768.0,0.0006256103515625,0.010245361328124999,39.0,716.78,0.0,0.0006416787509806454,0.002783935208572075,11.073984175475058,12.363248817281892
random_linear,0.05,HISTORY_L0,24,262144,0.75,5479.74,994.45,13247.465,13271.332999999999,14994636.8,13057.975494471508,16908.21447276419,1131.8942757802279,1.0,1.0,131072.0,0.000179290771484375,0.0018345260620117188,71.0,1014.0,0.0,0.0016533979098312557,0.057016989530529825,101.7865860098805,106.31411431001199
random_linear,0.05,PREFIX_L0,12,512,0.75,361.38875,292.35,902.18,1204.5424999999998,14233.6,63.70439242321949,48.69551382224065,15.777530614823904,1.0,1.0,512.0,0.0078125,0.04230468749999999,0.0,0.0,37.5,0.0004867347073741257,0.00012066438503097743,0.3915533699494092,0.31727591187402526
random_linear,0.05,PREFIX_L0,16,4096,0.75,1094.60625,729.15,3381.9849999999997,4069.129500000001,154009.59999999998,327.6667750869927,217.87998302630757,45.63859225652104,1.0,1.0,4096.0,0.001953125,0.013623046875000006,0.0,0.0,77.5,0.00130577991149039,0.0003645577635325026,0.621352907194737,0.4300630921665942
random_linear,0.05,PREFIX_L0,20,32768,0.75,2284.5425,1478.525,7030.742500000001,8181.268499999997,1553203.1999999997,1690.7266496835662,1074.7552209711143,221.32423684550818,1.0,1.0,32768.0,0.0003662109375,0.002345886230468749,0.0,0.0,132.0,0.002598417614353821,0.002783935208572075,2.6369802158569824,1.8947412417886085
random_linear,0.05,PREFIX_L0,24,262144,0.75,5140.995000000001,2808.55,11818.9175,12160.863500000001,14994636.8,5376.08622568235,5371.0177590112,1270.7458089860227,1.0,1.0,262144.0,5.7220458984375e-05,0.000275726318359375,0.0,0.0,212.5,0.0054753687814809385,0.057016989530529825,19.20941573976319,18.962233071034944
random_linear,0.05,PREFIX_L2,12,512,0.75,269.885,221.15,668.2049999999999,841.9519999999999,14233.6,75.6402749896029,64.36174542165949,21.301895103869615,1.0,1.0,512.0,0.001953125,0.001953125,0.0,0.0,29.0,0.0003763330343645066,0.00012066438503097743,0.46614168431227565,0.3899237398593167
random_linear,0.05,PREFIX_L2,16,4096,0.75,746.465625,506.775,2182.18,2435.4090000000006,154009.59999999998,399.15032747480484,307.1006099755681,70.65315005219598,1.0,1.0,4096.0,0.000244140625,0.000244140625,0.0,0.0,54.0,0.0009012412956508342,0.0003645577635325026,0.7773181197903609,0.5680903677216227
random_linear,0.05,PREFIX_L2,20,32768,0.75,1458.9775,966.1,4274.370000000001,4773.2339999999995,1553203.1999999997,2187.229626501334,1653.834633681885,363.7339072139345,1.0,1.0,32768.0,3.0517578125e-05,3.0517578125e-05,0.0,0.0,89.0,0.0016335336025804282,0.002783935208572075,3.49052863861023,2.8329596828624997
random_linear,0.05,PREFIX_L2,24,262144,0.75,3224.64,1863.15,6938.0199999999995,7153.084000000001,14994636.8,8022.573254704328,8100.437380346848,2165.234793923209,1.0,1.0,262144.0,3.814697265625e-06,3.814697265625e-06,0.0,0.0,143.5,0.003315935586579144,0.057016989530529825,30.07747895733228,29.327078237239775
random_linear,0.1,HISTORY_L0,12,512,0.75,369.26000000000005,216.7,1588.6149999999998,1864.513,14233.6,61.09803601854454,65.68343331795108,8.964018487126928,1.0,1.0,256.0,0.0234375,0.19474609375,22.0,213.42,0.0,0.00018803752900566905,0.00011883778206538409,0.8741275656903834,0.9276517405940843
random_linear,0.1,HISTORY_L0,16,4096,0.75,1825.8937500000002,992.7,4625.565,4717.734,154009.59999999998,252.280385640527,155.33856074208762,33.30196827784561,1.0,1.0,1024.0,0.0137939453125,0.05126953125,92.0,452.0,0.0,0.0006630852840316948,0.00036300687133916654,1.268266854381594,1.0850597014438053
random_linear,0.1,HISTORY_L0,20,32768,0.75,5528.039999999999,7559.1,8929.95,9233.189999999999,1553203.1999999997,978.0476543108394,205.48090323733052,173.94776093082507,1.0,1.0,3868.4444444444443,0.009124755859375,0.01118133544921875,648.0,792.78,0.0,0.0017305677116382866,0.0029453047027345747,4.320189258773637,1.2971418643473334
random_linear,0.1,HISTORY_L0,24,262144,0.75,9702.95,12486.7,14405.989999999998,14879.678,14994636.8,5619.922359288995,1203.446933468515,1043.0347168761136,1.0,1.0,52428.8,0.001708984375,0.0019927597045898437,968.0,1143.72,0.0,0.0026460446300916375,0.052386816788930445,45.95519019476647,16.527804663956537
random_linear,0.1,PREFIX_L0,12,512,0.75,418.52,318.95000000000005,967.3099999999997,1113.0485,14233.6,49.85196227668477,44.63310378176707,14.722711375485678,1.0,1.0,512.0,0.009765625,0.04154296874999999,0.0,0.0,41.5,0.000589110711007379,0.00011883778206538409,0.2910613219646828,0.23947804808220938
random_linear,0.1,PREFIX_L0,16,4096,0.75,1367.9140625,1189.725,3098.3999999999996,3337.942,154009.59999999998,229.29541251114676,129.74313342952934,49.9377185910938,1.0,1.0,4096.0,0.0030517578125,0.010683593750000001,0.0,0.0,124.5,0.0015994730420061387,0.00036300687133916654,0.4390194132160153,0.24553524652300882
random_linear,0.1,PREFIX_L0,20,32768,0.75,4453.727499999999,4223.85,10073.935000000001,11774.586999999998,1553203.1999999997,673.5274295536674,370.5904764246062,154.48212309013184,1.0,1.0,32768.0,0.000823974609375,0.0037539672851562493,0.0,0.0,375.5,0.005105577892391011,0.0029453047027345747,1.1007408332917614,0.6344957718600552
random_linear,0.1,PREFIX_L0,24,262144,0.75,6525.469999999999,6907.35,12186.979999999998,12898.556,14994636.8,3933.1964297574937,2186.0192267065013,1238.5784947518068,1.0,1.0,262144.0,0.0001068115234375,0.00035243988037109375,0.0,0.0,519.5,0.006715680297929794,0.052386816788930445,13.533743509016777,7.429344079804702
random_linear,0.1,PREFIX_L2,12,512,0.75,307.175,234.45,702.3549999999998,765.5070000000001,14233.6,62.70937167707948,60.716442619733215,20.272947152453312,1.0,1.0,512.0,0.001953125,0.00390625,0.0,0.0,31.0,0.0004424893471878022,0.00011883778206538409,0.3731458533657901,0.3207207584957901
random_linear,0.1,PREFIX_L2,16,4096,0.75,951.834375,870.3,2003.2549999999999,2139.295,154009.59999999998,289.6826722025669,177.08144958905513,76.99863869221615,1.0,1.0,4096.0,0.000244140625,0.0006567382812500003,0.0,0.0,93.5,0.0011251936630287673,0.00036300687133916654,0.5622068676323828,0.33534348141254844
random_linear,0.1,PREFIX_L2,20,32768,0.75,2830.3149999999996,2963.0,5679.895,6557.618999999999,1553203.1999999997,944.3015076595244,525.064334885453,273.9110250718796,1.0,1.0,32768.0,3.0517578125e-05,3.0517578125e-05,0.0,0.0,271.5,0.003270566643914208,0.0029453047027345747,1.5569608938270574,0.9105506699882575
random_linear,0.1,PREFIX_L2,24,262144,0.75,4266.639999999999,4851.05,7401.9299999999985,7751.706,14994636.8,5646.979775596139,3095.5202438009883,2034.5655764828991,1.0,1.0,262144.0,3.814697265625e-06,3.814697265625e-06,0.0,0.0,377.0,0.0043674453045241535,0.052386816788930445,19.507705258519117,10.45147213449933
