metric,mean_log2_rank,median_log2_rank,p95_log2_rank,mean_oracle_overhead_bits,mean_effective_log2_queries,mean_bler_proxy
CUMULATIVE_KT,35.93761002871559,27.02347610839712,77.69323606110632,0.8261368630844421,21.42944443763511,0.48824138728456346
DISCOUNTED_KT,35.86637979051862,27.451584709324337,77.57593490408003,0.7549066248874768,21.4284028288431,0.4890735887153368
FIXED_INITIAL_FIT,35.53086968650571,29.222866470889734,76.62262509528503,0.41939652087456397,21.269251762260883,0.4914627400544557
ORACLE_SWITCHING,35.111473165631146,26.36701833320661,76.4210806976573,0.0,21.1215620517449,0.48547005945451094
