regime,n,rate,metric,mean_log2_rank,median_log2_rank,p95_log2_rank,mean_normalized_rank,median_oracle_overhead_bits,p95_oracle_overhead_bits,mean_effective_log2_queries,mean_bler_proxy
BURSTY_RARE,128,0.875,FIT_512,11.617525474984756,10.541096290432765,24.8831620261089,0.0907619177733184,0.0,3.6750753573982182,9.379505535219211,0.3721702011636812
BURSTY_RARE,128,0.875,FIT_64,12.702694778458639,13.22099943572027,31.571480126094766,0.09923980295670812,0.0,5.830704061817948,9.759721172402369,0.4121260510575878
BURSTY_RARE,128,0.875,KT0_MEMORYLESS,31.135983292377386,26.71561401904758,77.95157731933753,0.24324986947169833,12.509035675520707,59.41473936180948,11.388350780879586,0.6487364437123002
BURSTY_RARE,128,0.875,KT1_UNIVERSAL,13.15392032996761,12.358613123435054,27.528642253071506,0.10276500257787195,2.086128608229906,3.9245606146507197,10.214190155492386,0.39565767046925365
BURSTY_RARE,128,0.875,ORACLE_MARKOV,11.04083021103563,10.352782447217674,24.23959989844567,0.08625648602371586,0.0,0.0,9.163105914156557,0.34175629637873933
BURSTY_RARE,256,0.75,EMPIRICAL_ML1,29.490350627680563,31.76853115092372,53.20675123254924,0.1151966821393772,3.3843213330206563,5.076118504454004,29.28437400830769,0.016007383807917202
BURSTY_RARE,256,0.75,FIT_16,33.954520645722674,32.59915867315932,67.12378726224681,0.1326348462723542,3.9618856581414397,22.163749012030664,31.917163980818053,0.07435865700708003
BURSTY_RARE,256,0.75,FIT_512,27.00788482993671,27.462573907215578,55.854199092278705,0.10549955011694027,0.0037866033309850167,4.890845505181591,26.866616387917624,0.013687320854232818
BURSTY_RARE,256,0.75,FIT_64,30.21387742846838,29.829715194117853,65.42072106019484,0.1180229587049546,0.1478513702500024,24.570423997541376,29.648696277246323,0.07408591017095792
BURSTY_RARE,256,0.75,KT0_MEMORYLESS,73.48223166773076,72.09582305067622,152.67514815887083,0.2870399674520733,42.56486705988088,104.53873010793885,51.08992588413683,0.5641016907019811
BURSTY_RARE,256,0.75,KT1_UNIVERSAL,29.1671559383641,31.01833435861313,53.372615407429755,0.11393420288423477,3.2082671764677624,4.598109091815283,28.964568581291257,0.015176021417489574
BURSTY_RARE,256,0.75,ORACLE_MARKOV,26.24917351940154,28.203404614778115,49.643609090656554,0.10253583406016227,0.0,0.0,26.107979858048928,0.013145986668029738
BURSTY_RARE,256,0.875,EMPIRICAL_ML1,29.490350627680563,31.76853115092372,53.20675123254924,0.1151966821393772,3.3843213330206563,5.076118504454004,24.310087067677397,0.4817289081878583
BURSTY_RARE,256,0.875,FIT_16,33.954520645722674,32.59915867315932,67.12378726224681,0.1326348462723542,3.9618856581414397,22.163749012030664,24.319395318492848,0.5403565275709143
