n,trial,agreement,fiber_wall,vt_linear_wall,fiber_over_vt_wall,fiber_histories,vt_candidate_checks
15,0,True,0.0001504890387877822,8.141971193253994e-06,18.483121005447604,30,12
15,1,True,0.00012327905278652906,5.792011506855488e-06,21.284324563342913,30,6
15,2,True,0.00011745607480406761,5.834968760609627e-06,20.129683572084115,30,15
15,3,True,0.00011114496737718582,5.922047421336174e-06,18.767996854727738,28,12
15,4,True,0.00011754792649298906,5.505979061126709e-06,21.34914157645467,30,9
15,5,True,0.00010553700849413872,5.333917215466499e-06,19.786022960408573,26,2
15,6,True,0.00011060701217502356,5.285022780299187e-06,20.92838891581127,28,8
15,7,True,0.00011795095633715391,5.259993486106396e-06,22.42416395546998,30,7
15,8,True,0.0001154829515144229,5.32704871147871e-06,21.67859874560196,30,14
15,9,True,8.994899690151215e-05,5.051959306001663e-06,17.804774633606783,20,10
15,10,True,0.00010950805153697729,5.158013664186001e-06,21.230663326336696,28,11
15,11,True,0.00010678998660296202,5.263020284473896e-06,20.2906279723064,28,14
15,12,True,0.00011046603322029114,4.964997060596943e-06,22.248962461019016,28,4
15,13,True,9.509094525128603e-05,5.312962457537651e-06,17.89791401901924,24,12
15,14,True,0.00012799003161489964,5.419948138296604e-06,23.61462293532659,30,2
15,15,True,0.00013251998461782932,7.855938747525215e-06,16.868765004001066,30,15
15,16,True,0.00010979804210364819,4.836008884012699e-06,22.70426807250668,30,15
15,17,True,9.86569793894887e-05,4.8869987949728966e-06,20.187641439767503,28,12
15,18,True,9.959598537534475e-05,4.1710445657372475e-06,23.87794803092467,26,1
15,19,True,9.126798249781132e-05,4.677916876971722e-06,19.51038996590598,26,13
31,0,True,0.0002691419795155525,6.449059583246708e-06,41.73352347600051,56,13
31,1,True,0.00029726000502705574,6.863963790237904e-06,43.30733874934278,62,14
31,2,True,0.0002446610014885664,6.985967047512531e-06,35.02178006632339,50,23
31,3,True,0.0002900479594245553,9.226961992681026e-06,31.43482759055754,60,27
31,4,True,0.0002688929671421647,7.778056897222996e-06,34.57071228653106,52,15
31,5,True,0.00027470604982227087,6.480026058852673e-06,42.392738443849595,56,4
31,6,True,0.0002977240364998579,7.387949153780937e-06,40.298603888941415,60,9
31,7,True,0.00032388896215707064,8.091912604868412e-06,40.02625559280093,60,30
31,8,True,0.0003076869761571288,8.711940608918667e-06,35.31784592770762,52,21
31,9,True,0.0003474699333310127,7.999013178050518e-06,43.43909999854463,60,8
31,10,True,0.0003392311045899987,8.310889825224876e-06,40.81766353831069,60,8
31,11,True,0.0003763859858736396,8.109025657176971e-06,46.41568565521994,62,1
31,12,True,0.0003521170001477003,7.584923878312111e-06,46.423274089081254,62,11
31,13,True,0.0002917980309575796,7.117982022464275e-06,40.994488330634745,56,21
31,14,True,0.00029509596060961485,7.036956958472729e-06,41.93516634407001,56,14
31,15,True,0.0003254649927839637,7.702969014644623e-06,42.25188913069762,60,25
31,16,True,0.0003064919728785753,7.58003443479538e-06,40.434113527460376,56,1
31,17,True,0.0003433750243857503,7.0659443736076355e-06,48.59577237379728,60,2
31,18,True,0.0003123319474980235,6.927060894668102e-06,45.08866779826227,58,3
31,19,True,0.00025096198078244925,6.721937097609043e-06,37.334770786789285,44,1
63,0,True,0.0012548449449241161,1.3403943739831448e-05,93.61759264888526,116,1
63,1,True,0.0011635529808700085,1.4842022210359573e-05,78.39585228877107,122,42
63,2,True,0.0012166430242359638,1.4566001482307911e-05,83.52621862037547,124,8
63,3,True,0.001141170971095562,1.531199086457491e-05,74.52792920192505,124,42
63,4,True,0.0011419649235904217,1.3565062545239925e-05,84.18427263287076,124,28
63,5,True,0.0011312810238450766,1.3187993317842484e-05,85.78113414074362,124,20
63,6,True,0.0011485409922897816,1.3963086530566216e-05,82.25552350302647,120,6
63,7,True,0.0011025379644706845,1.4632940292358398e-05,75.3463037805499,126,55
63,8,True,0.0011336850002408028,1.2908014468848705e-05,87.82799267670163,120,8
63,9,True,0.001150393974967301,1.4026998542249203e-05,82.01283913321326,122,52
63,10,True,0.0010513410670682788,1.2708944268524647e-05,82.72450054502652,126,27
63,11,True,0.00108019495382905,1.1831056326627731e-05,91.30164915180856,124,4
63,12,True,0.0011491640470921993,1.3496028259396553e-05,85.1483136375399,126,21
63,13,True,0.0011313030263409019,1.3937009498476982e-05,81.17258056432617,124,37
63,14,True,0.001070484984666109,1.2275995686650276e-05,87.20147937411096,126,27
63,15,True,0.0010478539625182748,1.4091958291828632e-05,74.35829292270073,126,11
63,16,True,0.0010096849873661995,1.2109056115150452e-05,83.38263344100908,120,22
63,17,True,0.0010092629818245769,1.3681012205779552e-05,73.7710753154809,118,38
63,18,True,0.0010622520931065083,1.228309702128172e-05,86.48080294945551,126,27
63,19,True,0.0010412940755486488,1.3587996363639832e-05,76.63337902673064,126,57
127,0,True,0.0041789349634200335,3.212096635252237e-05,130.09991410460393,250,96
127,1,True,0.0041347750229761004,2.2931955754756927e-05,180.30625329976039,252,27
127,2,True,0.003994156024418771,2.2134045138955116e-05,180.453053174144,248,7
127,3,True,0.0036791280144825578,2.4783075787127018e-05,148.453244709585,240,107
127,4,True,0.003996817045845091,2.291204873472452e-05,174.44171370793595,250,55
127,5,True,0.004049901035614312,2.2932072170078754e-05,176.60423382491052,252,16
127,6,True,0.004121210891753435,2.42600217461586e-05,169.87663633920687,246,17
127,7,True,0.004124801955185831,2.230401150882244e-05,184.93542982410355,254,46
127,8,True,0.003873503999784589,2.452393528074026e-05,157.94789683801784,250,99
127,9,True,0.003969468059949577,2.302799839526415e-05,172.37573113457933,252,38
127,10,True,0.003848278080113232,2.3607979528605938e-05,163.00751512641094,252,76
127,11,True,0.0040739430114626884,2.2823922336101532e-05,178.49443016281063,254,15
127,12,True,0.004081713035702705,2.1581072360277176e-05,189.1339303053188,254,19
127,13,True,0.0038907480193302035,2.517190296202898e-05,154.5670990865996,254,98
127,14,True,0.004161600023508072,2.303405199199915e-05,180.6716432242837,254,51
127,15,True,0.003968529053963721,2.2882013581693172e-05,173.43443311032536,252,45
127,16,True,0.003938779002055526,2.2007967345416546e-05,178.97059461403776,248,24
127,17,True,0.004292323952540755,2.4567940272390842e-05,174.7124058814331,254,21
127,18,True,0.004024190944619477,2.2026943042874336e-05,182.69402779979916,250,20
127,19,True,0.004004015936516225,2.3567001335322857e-05,169.8992536023197,250,13
