family,code_name,rate,n,k,p,trial,error_weight,deleted_position,agreement,fiber_certified,prefix_certified,trellis_available,trellis_certified,fiber_wall,prefix_wall,trellis_wall,best_baseline_wall,best_baseline_name,fiber_over_prefix_wall,fiber_over_best_wall,fiber_histories,fiber_candidates,fiber_duplicates,fiber_membership,fiber_exact_scores,fiber_peak_seen,fiber_peak_frontier,prefix_nodes,prefix_membership,prefix_exact_scores,prefix_peak_frontier,trellis_estimated_updates,trellis_nodes,trellis_updates,trellis_terminals,trellis_exact_scores
random_linear,"RLC_n48_k36",0.75,48,36,0.002,0,0,25,1,1,1,1,1,6.2204000000000003e-05,0.0097147959999999995,0.013660822,0.0097147959999999995,PREFIX_ASTAR,0.0064030165944812438,0.0064030165944812438,95,49,46,49,1,49,48,310,1,1,260,18874368,6312,18874368,49,1
random_linear,"RLC_n48_k36",0.75,48,36,0.002,1,0,4,1,1,1,1,1,6.1371000000000006e-05,0.0043766450000000002,0.013574729000000001,0.0043766450000000002,PREFIX_ASTAR,0.014022384726200092,0.014022384726200092,93,48,45,48,1,48,48,142,1,1,120,18874368,5532,18874368,49,1
random_linear,"RLC_n48_k36",0.75,48,36,0.002,2,0,34,1,1,1,1,1,6.1645999999999999e-05,0.0082843369999999993,0.013838737,0.0082843369999999993,PREFIX_ASTAR,0.0074412714016824765,0.0074412714016824765,95,49,46,49,1,49,48,261,1,1,223,18874368,7015,18874368,49,1
random_linear,"RLC_n48_k36",0.75,48,36,0.002,3,0,24,1,1,1,1,1,6.7139999999999998e-05,0.0099496270000000008,0.014950458999999999,0.0099496270000000008,PREFIX_ASTAR,0.0067479916583807606,0.0067479916583807606,95,48,47,48,1,48,48,280,1,1,249,18874368,5744,18874368,49,1
random_linear,"RLC_n48_k36",0.75,48,36,0.002,4,0,28,1,1,1,1,1,6.0526000000000003e-05,0.007103669,0.013931674999999999,0.007103669,PREFIX_ASTAR,0.0085203857330627322,0.0085203857330627322,95,49,46,49,1,49,48,225,1,1,197,18874368,6536,18874368,49,1
random_linear,"RLC_n48_k36",0.75,48,36,0.002,5,0,17,1,1,1,1,1,6.2453999999999995e-05,0.012747341000000001,0.012891478,0.012747341000000001,PREFIX_ASTAR,0.004899374700967048,0.004899374700967048,96,49,47,49,1,49,48,417,1,1,361,18874368,5501,18874368,49,1
random_linear,"RLC_n48_k36",0.75,48,36,0.002,6,0,14,1,1,1,1,1,6.1505000000000002e-05,0.018138182999999999,0.013372459999999999,0.013372459999999999,SYNDROME_TRELLIS,0.0033909129707203863,0.0045993781248925029,96,49,47,49,1,49,48,547,1,1,491,18874368,7965,18874368,49,1
random_linear,"RLC_n48_k36",0.75,48,36,0.002,7,1,31,1,1,1,1,1,0.001481186,0.32482696700000002,0.0137117,0.0137117,SYNDROME_TRELLIS,0.0045599231297812782,0.10802351276646951,4607,2233,2374,2233,1,2233,48,9085,1,1,7705,18874368,8725,18874368,49,1
random_linear,"RLC_n48_k36",0.75,48,36,0.002,8,0,23,1,1,1,1,1,6.0820999999999999e-05,0.0052383020000000002,0.01353699,0.0052383020000000002,PREFIX_ASTAR,0.011610823507312101,0.011610823507312101,94,48,46,48,1,48,48,175,1,1,155,18874368,6476,18874368,49,1
random_linear,"RLC_n48_k36",0.75,48,36,0.002,9,0,2,1,1,1,1,1,7.1587000000000004e-05,0.0039898599999999996,0.013515888,0.0039898599999999996,PREFIX_ASTAR,0.017942233562079874,0.017942233562079874,93,48,45,48,1,48,48,137,1,1,119,18874368,6035,18874368,49,1
random_linear,"RLC_n48_k36",0.75,48,36,0.002,10,0,45,1,1,1,1,1,6.1779999999999995e-05,0.0065898889999999998,0.013998572000000001,0.0065898889999999998,PREFIX_ASTAR,0.009374968227841167,0.009374968227841167,94,47,47,47,1,47,48,207,1,1,175,18874368,7564,18874368,49,1
random_linear,"RLC_n48_k36",0.75,48,36,0.002,11,0,43,1,1,1,1,1,6.1002000000000003e-05,0.001293446,0.01408542,0.001293446,PREFIX_ASTAR,0.047162386369434831,0.047162386369434831,91,44,47,44,1,44,48,50,1,1,37,18874368,7508,18874368,49,1
random_linear,"RLC_n48_k36",0.75,48,36,0.002,12,0,12,1,1,1,1,1,6.1651999999999999e-05,0.023058759000000002,0.013786334000000001,0.013786334000000001,SYNDROME_TRELLIS,0.0026736911557122393,0.0044719647732312301,96,49,47,49,1,49,48,676,1,1,605,18874368,5673,18874368,49,1
random_linear,"RLC_n48_k36",0.75,48,36,0.002,13,0,17,1,1,1,1,1,6.7077999999999997e-05,0.021687830000000002,0.013851308,0.013851308,SYNDROME_TRELLIS,0.0030928866557880614,0.0048427195467749323,96,49,47,49,1,49,48,633,1,1,545,18874368,7517,18874368,49,1
random_linear,"RLC_n48_k36",0.75,48,36,0.002,14,0,43,1,1,1,1,1,6.3353000000000001e-05,0.017606387000000001,0.014076785,0.014076785,SYNDROME_TRELLIS,0.0035982964591202045,0.0045005304833454513,96,49,47,49,1,49,48,578,1,1,517,18874368,7157,18874368,49,1
random_linear,"RLC_n48_k36",0.75,48,36,0.002,15,0,34,1,1,1,1,1,6.0668999999999998e-05,0.00157069,0.015246081999999999,0.00157069,PREFIX_ASTAR,0.038625699533326119,0.038625699533326119,93,48,45,48,1,48,48,60,1,1,43,18874368,9433,18874368,49,1
random_linear,"RLC_n48_k36",0.75,48,36,0.002,16,1,3,1,1,1,1,1,0.001491132,0.063653374999999998,0.014274537,0.014274537,SYNDROME_TRELLIS,0.023425812064167849,0.10446097130856154,4601,2199,2402,2199,1,2199,48,1817,1,1,1537,18874368,9121,18874368,49,1
random_linear,"RLC_n48_k36",0.75,48,36,0.002,17,0,19,1,1,1,1,1,5.8332000000000003e-05,0.011020192999999999,0.013328885,0.011020192999999999,PREFIX_ASTAR,0.005293192233566146,0.005293192233566146,95,49,46,49,1,49,48,348,1,1,295,18874368,6840,18874368,49,1
random_linear,"RLC_n48_k36",0.75,48,36,0.002,18,0,22,1,1,1,1,1,5.8974999999999997e-05,0.003862075,0.013150314999999999,0.003862075,PREFIX_ASTAR,0.015270288640173999,0.015270288640173999,94,47,47,47,1,47,48,123,1,1,104,18874368,6760,18874368,49,1
random_linear,"RLC_n48_k36",0.75,48,36,0.002,19,0,43,1,1,1,1,1,5.6152e-05,0.0025610400000000001,0.013859425,0.0025610400000000001,PREFIX_ASTAR,0.021925467778714895,0.021925467778714895,93,48,45,48,1,48,48,93,1,1,76,18874368,7125,18874368,49,1
random_linear,"RLC_n48_k36",0.75,48,36,0.002,20,0,1,1,1,1,1,1,6.3947000000000003e-05,0.012799980000000001,0.013684472,0.012799980000000001,PREFIX_ASTAR,0.0049958671810424703,0.0049958671810424703,95,49,46,49,1,49,48,380,1,1,344,18874368,6553,18874368,49,1
random_linear,"RLC_n48_k36",0.75,48,36,0.002,21,0,23,1,1,1,1,1,6.0912000000000002e-05,0.0081909240000000005,0.013997674999999999,0.0081909240000000005,PREFIX_ASTAR,0.0074365236449514122,0.0074365236449514122,95,48,47,48,1,48,48,249,1,1,218,18874368,6594,18874368,49,1
