n,trial,agreement,fiber_wall,vt_linear_wall,fiber_over_vt_wall,fiber_histories,vt_candidate_checks
15,0,True,0.0007407130906358361,2.522696740925312e-05,29.361955347995828,24,5
15,1,True,0.0002613689284771681,1.5789992175996304e-05,16.552821911748442,26,12
15,2,True,0.0002516680397093296,1.524889376014471e-05,16.504019482849444,30,13
15,3,True,0.00024912506341934204,1.2739910744130611e-05,19.554694567551515,28,1
15,4,True,0.00021422002464532852,1.1869939044117928e-05,18.047272513289265,22,1
15,5,True,0.00028042797930538654,1.371605321764946e-05,20.445238499405875,28,11
15,6,True,0.00023154891096055508,1.2276927009224892e-05,18.860494225189175,28,12
15,7,True,0.00023062899708747864,1.2017902918159962e-05,19.190452665329886,28,4
15,8,True,0.00020521599799394608,1.0366900824010372e-05,19.795308306476063,22,1
15,9,True,0.00036620302125811577,1.1553987860679626e-05,31.694945993873933,28,12
15,10,True,0.00019896496087312698,1.1424999684095383e-05,17.414876706745467,24,12
15,11,True,0.00021971901878714561,1.1594966053962708e-05,18.949518072289155,26,8
15,12,True,0.00024054001551121473,1.2067030183970928e-05,19.933654912932322,30,6
15,13,True,0.00022658496163785458,1.142697874456644e-05,19.82894750247053,26,1
15,14,True,0.00022410310339182615,1.1294963769614697e-05,19.840975851086856,28,14
15,15,True,0.00022630696184933186,1.0516028851270676e-05,21.520192179958375,28,12
15,16,True,0.00024457694962620735,1.050601713359356e-05,23.2797021474636,28,3
15,17,True,0.00023379805497825146,9.969924576580524e-06,23.450333368363285,28,4
15,18,True,0.00027045304886996746,1.0777963325381279e-05,25.093149856343565,26,2
15,19,True,0.0002091280184686184,9.944080375134945e-06,21.030403071916083,24,3
31,0,True,0.0006241629598662257,1.4424091205000877e-05,43.27225549224387,54,1
31,1,True,0.0007017310708761215,1.707801129668951e-05,41.089741579697204,62,19
31,2,True,0.0006106359651312232,1.604994758963585e-05,38.04597876229437,56,16
31,3,True,0.0006922270404174924,1.694704405963421e-05,40.84647670600519,62,1
31,4,True,0.0006843279115855694,1.5730969607830048e-05,43.50195370315553,62,20
31,5,True,0.0006329190218821168,1.4862976968288422e-05,42.58359702988909,60,20
31,6,True,0.0006344910943880677,1.6559031791985035e-05,38.3169198754227,56,13
31,7,True,0.0006600930355489254,1.3995915651321411e-05,47.16326191109928,60,11
31,8,True,0.0006720409728586674,1.5978002920746803e-05,42.06038615664845,60,19
31,9,True,0.0006268839351832867,1.5221070498228073e-05,41.1852724324655,56,7
31,10,True,0.0006908630020916462,1.6640988178551197e-05,41.515743817552206,56,25
31,11,True,0.0006217439658939838,1.4257966540753841e-05,43.60677689324352,58,6
31,12,True,0.0006645370740443468,1.362909097224474e-05,48.75872318980465,60,1
31,13,True,0.0006608139956369996,1.727405469864607e-05,38.25471246706159,60,1
31,14,True,0.0006872989470139146,1.6146921552717686e-05,42.565323970266974,62,14
31,15,True,0.0006008929340168834,1.660897396504879e-05,36.178811242727974,52,14
31,16,True,0.0006519020535051823,1.6256002709269524e-05,40.10223578109111,60,25
31,17,True,0.000605139066465199,1.3584969565272331e-05,44.54474951582772,54,4
31,18,True,0.0006524240598082542,1.4760997146368027e-05,44.19918609419855,62,12
31,19,True,0.0006643499946221709,1.4810007996857166e-05,44.858179331378665,58,9
63,0,True,0.0024986580247059464,3.2159965485334396e-05,77.69467370371979,126,58
63,1,True,0.002397731994278729,2.7341069653630257e-05,87.69708078924286,124,13
63,2,True,0.0023881960660219193,2.7621048502624035e-05,86.46290403476311,120,14
63,3,True,0.0022679551038891077,3.1525036320090294e-05,71.94139543128088,122,52
63,4,True,0.0023756360169500113,2.765201497823e-05,85.91185918351023,126,18
63,5,True,0.0024059959687292576,2.900406252592802e-05,82.95375748064365,120,38
63,6,True,0.002135023009032011,2.6919064112007618e-05,79.3126759588813,116,20
63,7,True,0.00227092404384166,2.5855028070509434e-05,87.83297537518067,126,21
63,8,True,0.0020650289952754974,2.6465044356882572e-05,78.02854842895664,124,57
63,9,True,0.0024790118914097548,4.428497049957514e-05,55.97862804116665,122,44
63,10,True,0.0030795809580013156,3.395706880837679e-05,90.69042370469919,126,9
63,11,True,0.0029766480438411236,3.5951961763203144e-05,82.79514935643164,122,26
63,12,True,0.003119518980383873,3.621901851147413e-05,86.1293074354186,126,29
63,13,True,0.002862642053514719,3.1201052479445934e-05,91.74825289629312,126,7
63,14,True,0.0021816639928147197,2.8904061764478683e-05,75.47949525543329,116,42
63,15,True,0.002398964948952198,3.19270184263587e-05,75.13902228250763,122,50
63,16,True,0.0023265689378604293,3.2145995646715164e-05,72.3750778613127,118,50
63,17,True,0.0023606399772688746,2.8691953048110008e-05,82.27533250561953,124,28
63,18,True,0.0022383469622582197,0.0005377850029617548,4.162159505993889,112,30
63,19,True,0.0036422819830477238,3.942498005926609e-05,92.38513190298177,126,21
127,0,True,0.010644083959050477,5.2186078391969204e-05,203.96405108471362,248,34
127,1,True,0.012205817038193345,6.605393718928099e-05,184.78560942123622,248,5
127,2,True,0.011686810059472919,6.366590969264507e-05,183.56464418544266,254,17
127,3,True,0.00949782901443541,5.4925098083913326e-05,172.92329637581787,248,78
127,4,True,0.00877332896925509,5.506293382495642e-05,159.33275544570992,248,71
127,5,True,0.014061619993299246,0.00012055994011461735,116.63592383946728,254,78
127,6,True,0.014076499966904521,6.223202217370272e-05,226.1938384006555,254,24
127,7,True,0.010570504935458302,6.0345977544784546e-05,175.16502947712823,254,82
127,8,True,0.009316893992945552,7.842900231480598e-05,118.79398842214636,254,65
127,9,True,0.013980512041598558,7.162999827414751e-05,195.1767747933112,254,89
127,10,True,0.009758630068972707,6.492994725704193e-05,150.2947481281735,254,60
127,11,True,0.010477812960743904,6.683205720037222e-05,156.77824983495418,250,27
127,12,True,0.009689872968010604,5.611102096736431e-05,172.69108280254778,254,51
127,13,True,0.010356844984926283,6.451306398957968e-05,160.5387241659945,254,102
127,14,True,0.009340188931673765,6.0018966905772686e-05,155.62062150015808,250,112
127,15,True,0.008908220916055143,5.5409036576747894e-05,160.7719871417766,254,62
127,16,True,0.06370773690287024,6.427301559597254e-05,991.2050385708412,252,16
127,17,True,0.00914227298926562,5.157396662980318e-05,177.2652674728058,250,29
127,18,True,0.0085728510748595,4.6294997446238995e-05,185.17877843745205,242,6
127,19,True,0.011359627009369433,6.86070416122675e-05,165.57523458843093,250,20
