family,rate,p,n,trials,agreement_fraction,completion_fraction,predicted_typical_favorable,predicted_mean_favorable,median_fiber_over_best_wall,p95_fiber_over_best_wall,maximum_fiber_over_best_wall,median_fiber_over_best_work,median_fiber_wall,median_best_baseline_wall,median_histories,p95_histories,median_membership_queries,median_peak_seen
named_crc_linear,0.75,0.005,24,8,1.0,1.0,True,True,0.1935153617100219,0.7543762713083095,0.8927965704755098,0.37539832886753616,0.000314970500767231,0.0016305639874190092,47.0,48.0,24.5,24.5
named_crc_linear,0.75,0.005,32,6,1.0,1.0,True,True,0.3830047225945542,1.729334739209844,2.1150203710962923,0.5616681954045585,0.00048629502998664975,0.002241504960693419,61.0,1505.5,31.5,31.5
named_crc_linear,0.75,0.005,40,3,1.0,1.0,True,True,0.342476304936812,0.3565987256265505,0.3581678834809659,0.5985351728836655,0.000670216977596283,0.0018712369492277503,76.0,79.6,39.0,39.0
named_crc_linear,0.75,0.01,24,8,1.0,1.0,True,False,0.48737406484204737,0.6280694920808847,0.6334099395694733,0.8101438971619801,0.0003335279761813581,0.0006316464859992266,43.0,48.0,22.5,22.5
named_crc_linear,0.75,0.01,32,6,1.0,1.0,True,False,0.6849575780619592,2.195804025636999,2.3170071567368336,0.8149298499447113,0.0004562090034596622,0.0011775090242736042,59.0,1986.0,30.5,30.5
named_crc_linear,0.75,0.01,40,3,1.0,1.0,True,False,0.20738129906256367,0.24359270809107203,0.2476161979831285,0.3517928053050606,0.0006950029637664557,0.003307139966636896,78.0,79.8,40.0,40.0
named_crc_linear,0.75,0.02,24,8,1.0,1.0,True,False,0.5321407819632488,0.6881228440836428,0.7015208971207368,0.9241364981056536,0.0002764760283753276,0.0005606214981526136,43.0,44.0,22.5,22.5
named_crc_linear,0.75,0.02,32,6,1.0,1.0,True,False,0.6432739207390208,2.0271853529300823,2.0415775328728216,0.7024676700051635,0.0005337774637155235,0.0039852934423834085,63.0,1924.0,32.5,32.5
named_crc_linear,0.75,0.02,40,3,1.0,1.0,True,False,1.3444356375041184,1.5437815695420103,1.5659311175462205,1.7393971733571267,0.02129664598032832,0.015677393064834177,2888.0,2958.2,1388.0,1388.0
named_crc_linear,0.75,0.04,24,8,1.0,1.0,True,False,0.40388963831987457,1.3333072390588576,1.409967888382317,0.6938964155956733,0.00030192354461178184,0.001092953549232334,46.0,1041.6,24.0,24.0
named_crc_linear,0.75,0.04,32,6,1.0,1.0,True,False,1.9697005698052459,2.2843940653306642,2.3525823169465174,0.5908062190880352,0.010733474977314472,0.005159944004844874,1893.0,2048.0,907.0,907.0
named_crc_linear,0.75,0.04,40,3,1.0,1.0,True,False,1.6725281370015421,14.550577461357229,15.981471830730085,0.8595966040143299,0.020783563959412277,0.012426436063833535,3122.0,52542.799999999996,1457.0,1457.0
named_crc_linear,0.875,0.005,24,8,1.0,1.0,True,False,0.5272377939228725,0.6520681191494808,0.6556524289741522,0.9642000521720724,0.0002839745720848441,0.0006199050112627447,43.0,46.0,22.5,22.5
named_crc_linear,0.875,0.005,32,6,1.0,1.0,True,False,0.3858949477499951,0.6175389377701335,0.6440726014945336,0.6351287812569395,0.00046828697668388486,0.0027448039618320763,62.0,1366.0,32.0,32.0
named_crc_linear,0.875,0.005,40,3,1.0,1.0,True,False,0.12034017026854046,0.32200203928613236,0.34440891362142034,0.1945358021494238,0.0006343850400298834,0.005166786955669522,78.0,79.8,40.0,40.0
named_crc_linear,0.875,0.01,24,8,1.0,1.0,True,False,0.3154766048725014,0.6108236159007971,0.6369945705338314,0.6144160418949924,0.000323207990732044,0.0009747115545906126,44.0,46.0,23.0,23.0
named_crc_linear,0.875,0.01,32,6,1.0,1.0,True,False,0.24169646334467298,0.40432280046931235,0.43230675957293074,0.32330397278714024,0.0005091850180178881,0.002182623546104878,60.0,64.0,31.0,31.0
named_crc_linear,0.875,0.01,40,3,1.0,1.0,True,False,0.2969087000962812,0.5465935600133637,0.5743363222263729,0.4531460740045741,0.000636229058727622,0.0021582760382443666,76.0,77.8,39.0,39.0
named_crc_linear,0.875,0.02,24,8,1.0,1.0,False,False,0.3291666629397687,0.6342883385554229,0.6987131816190962,0.5729427636149946,0.00030057603726163507,0.0008338405750691891,43.0,47.3,22.5,22.5
named_crc_linear,0.875,0.02,32,6,1.0,1.0,False,False,0.24656544220719473,0.834612657010607,0.8593458705734972,0.4365842932332228,0.000492732971906662,0.0020068680169060826,61.0,64.0,31.5,31.5
named_crc_linear,0.875,0.02,40,3,1.0,1.0,False,False,0.8014550009232374,0.8047505490346042,0.8051167210469783,1.2765438661009247,0.019500890048220754,0.0243318589637056,2810.0,2810.0,1338.0,1338.0
